ResourceID,Address Type,Administrative Subdivision Name,Administrative Subdivision Type,Bibliographic Reference,Copyright Description,Copyright Type,Date of Creation,Date of Publication,Description,Description Type,Document,External Identifier Type,External Source,External XRef,Geometry Qualifier,Information Carrier,Information Carrier Format Type,Information Resource Type,Keyword,Language_Type,Place Address,Place Description,Primary Reference Number,Spatial Coordinates Geometry,Temporal Coverage Timespan,Title,Title Type
50762a60-116c-0138-9150-740f24312a1c,Postal Address,St. Brelade,Parish,"<p>Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 17.07.2019) </p>
<p>Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.  </p>
<p>Stevens, J. 1977. Old Jersey Houses, Volume Two. Phillimore, London.</p.",,,,,,,,Listed building,Government of Jersey,BR0001,,<p>1.  Government of Jersey </p><p>2.  Société Jersiaise</p>,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Sites and Monuments Database</p>",Richmond Map,,"Brook Farm, Le Mont Nicolle",,100001,GEOMETRYCOLLECTION (POINT (-2.185784 49.189659)),,Brook Farm,
50804ca0-116c-0138-9150-740f24312a1c,Postal Address,St. Brelade,Parish,"<p>Angel, J.L. & Coon, C.S. 1954. La Cotte de St. Brelade II: Present Status. Man, 54, 53-55.</p>

<p>Angel, J.L. & Coon, C.S. 1955. La Cotte de St. Brelade II: Present Status. Bulletin Annuel de la Société Jersiaise, 16, 301-306.</p>

<p>Balleine, G.R. & Stevens J (ed.) 1970. The Bailiwick of Jersey. Hodder & Stroughton, London.</p>

<p>Bates, M., Pope, M., Shaw, A., Scott, B. & Schwenninger, J.-L. 2013. Late Neanderthal occupation in North-West Europe: rediscovery, investigation and dating of a last glacial sediment sequence at the site of La Cotte de Saint Brelade, Jersey. J Quaternary Sci, 28, 647-652.</p>

<p>Burdo, C. 1951. L'état présent des fouilles à la grotte moustérienne de la Cotte de Saint-Brelade à Jersey. Bulletin de la Société Préhistorique de France, 48, 322-324.</p>

<p>Burdo, C. 1955. Rapport des Sections. Archaeological Report for 1954. Excavations at La Cotte de St Brelade. Bulletin Annuel de la Société Jersiaise, 16, 239-248.</p>

<p>Burdo, C. 1956. Résultats des fouilles récentes (1951-1956) à la grotte de la Cotte de Saint-Brelade à Jersey. Bulletin de la Société Préhistorique de France, 53, 374-380.</p>

<p>Burdo, C. 1960. La Cotte-de-Saint-Brelade, Jersey, British Channel Islands: excavation of a pre-Mousterian horizon, 1950-1958. Société Jersiaise, Jersey.</p>

<p>Callow, P. 1981. La Cotte de Saint-Brélade, 1881-1981. Jersey Heritage Trust, Cambridge.</p>

<p>Callow, P. & Cornford, J.M. (eds) 1986. La Cotte de St. Brelade 1961-1978: excavations by C. B. M. McBurney. Geo Books, Norwich.</p>

<p>Cornwall, I. & Johnston, D.E. 1984. An Introduction to the Archaeology of Jersey. Société Jersiase, Jersey.</p>

<p>Finch, O. 2008. La Cotte de St Brélade. Heritage, 27-31.</p>

<p>Finch, O. & Hills, R. 2007. Jersey Heritage Archaeological Evaluation. Unpublished research for States of Jersey, Jersey.</p>

<p>Hawkes, J. 1937. The Archaeology of the Channel Islands, Vol. 2 The Bailiwick of Jersey. Société Jersiaise, Jersey.</p>

<p>Johnston, D.E. 1981. The Channel Islands: An Archaeological Guide. Phillimore, Chichester.</p>

<p>L'Amy, J.H. 1971. Jersey Folk Lore. Société Jersiaise, Jersey.</p>

<p>Marett, R.R. 1916. The Site, Fauna, and Industry of La Cotte de St. Brelade, Jersey. Archaeologia, 67, 75-118.</p>

<p>Marett, R.R., Andrews, C., Balfour, H., Dunlop, A., Keith, A., Gardner Warton, R. & Gruchy, G.F.B.d. 1916. Excavation of La Cotte de St. Brelade: Report of Work Done in 1915. Bulletin Annuel de la Société Jersiaise, 41, 154-245.</p>

<p>Marett, R.R. & Gruchy, G.F.B.d. 1913. Excavation of a further portion of La Cotte de St. Brelade situated on the opposite side of the ravine. Bulletin Annuel de la Société Jersiaise, 38, 326-330.</p>

<p>Marett, R.R. & Gruchy, G.F.B.d. 1918. Exploration of La Cotte de St. Brelade: Report of Work Done in 1917. Bulletin Annuel de la Société Jersiaise, 43, 354-357.</p>

<p>Marett, R.R. & Gruchy, G.F.B.d. 1919. Exploration of La Cotte de St. Brelade: Report for the Year 1918. Bulletin Annuel de la Société Jersiaise, 44, 50-53.</p>

<p>Marett, R.R., Gruchy, G.F.B.d., Keith, A., Andrews, C., Dunlop, A., Gardner Warton, R. & Balfour, H. 1915. Further Exploration of the Palaeolithic Site Known As La Cotte de St. Brelade, Jersey: Report of Work done in 1914. Bulletin Annuel de la Société Jersiaise, 40, 63-69.</p>

<p>Marett, R.R., Gruchy, G.F.B.d., Keith, A., Andrews, C., Gardner Warton, R. & Balfour, H. 1917. Excavations at La Cotte de St. Brelade during 1916. Bulletin Annuel de la Société Jersiaise, 42, 237-245.</p>

<p>McBurney, C.B.M. 1962. Report on the Cambridge University Excavations at La Cotte de St. Brelade. Annual Bulletin of the Société Jersiaise, 18, 225-226.</p>

<p>McBurney, C.B.M. 1963. Report on the Cambridge University Excavations. Annual Bulletin of the Société Jersiaise, 18, 339-340.</p>

<p>McBurney, C.B.M. 1967. Preliminary Report on the Current Programme of Research at La Cotte de St. Brelade. Annual Bulletin of the Société Jersiaise, 19, 222-223.</p>

<p>McBurney, C.B.M. 1969. Second summary report of excavations at La Cotte de St. Brelade. Annual Bulletin of the Société Jersiaise, 20, 29-31.</p>

<p>McBurney, C.B.M. & Callow, P. 1971. The Cambridge excavations at La Cotte de St Brelade, Jersey - a preliminary report. Proc Prehist Soc, 37, 167-207.</p>

<p>Miller, D.J.L. 1982. 'Early Man in Jersey' - A Hundred Years of La Cotte de St Brelade. Annual Bulletin of the Société Jersiaise, 23, 224-9.</p>

<p>Nicolle, E.T. & Sinel, J. 1910. Report on the Exploration of the Palaeolithic Cave-Dwelling Known as La Cotte, St. Brelade, Jersey. Man, 10, 185-188.</p>

<p>Nicolle, E.T. & Sinel, J. 1911. Report on the exploration of the Palaeolithic cave-dwelling known as La Cotte de St Brelade, Jersey. Bulletin Annuel de la Société Jersiaise, 36, 69-74.</p>

<p>Nicolle, E.T. & Sinel, J. 1912. Report of the resumed exploration of ""La Cotte,"" St. Brelade. Bulletin Annuel de la Société Jersiaise, 37, 213-222.</p>

<p>Renouf, J.T. 1972. Geological Report for 1971. Annual Bulletin of the Société Jersiaise, 20, 345-346.</p>

<p>Renouf, J.T. 2015. La Cotte de Saint Brélade: A new survey of its importance and for its conservation. Annual Bulletin of the Société Jersiaise, 31, 431-461.</p>

<p>Rybot, N.V.L. 1956. La Cotte de Saint-Brelade (Formerly La Grotte a la Fee). Bulletin Annuel de la Société Jersiaise, 16, 359-364.</p>

<p>Scott, B., Bates, M., Bates, R., Conneller, C., Pope, M., Shaw, A. & Smith, G. 2014. A New View From La Cotte de St Brelade, Jersey. Antiquity, 88, 13-29.</p>

<p>Shaw, A., Bates, M., Conneller, C., Gamble, C., Julien, M.-A., McNabb, J., Pope, M. & Scott, B. 2016. The archaeology of persistent places: the Palaeolithic case of La Cotte de St Brelade, Jersey. Antiquity, 354, 1437-1453.</p>

<p>Société Jersiaise. 1976. Archaeological Monuments. Unpublished report for States of Jersey. </p>

<p>Société Jersiaise. 1976. Jersey in Pre-history. A short description of Jersey's major prehistoric sites. Société Jersiaise, Jersey.</p>

<p>White, J. 2018. What's Your Street's Story?: Ouaisne. [Unpublished talk]</p>

<p>Zuener, F.E. 1940. The age of Neanderthal man, with notes on La Cotte de St. Brelade, Jersey C. I. University of London, Institute of Archaeology, Occasional Paper, London.</p>",,,,,,,http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/0100255_La_Cotte_de_St_Brelade_Conservation_Statement_2018_ZDCdbDY.pdf,Listed place,Government of Jersey,BR0255,,<p>1.  Société Jersiaise </p><p>2.  Jersey Heritage Archaeology collection </p><p>3.  Jersey Archive  </p><p>4.  Jersey Heritage Social History collection  </p><p>5.  Société Jersiaise Photographic Archive</p>,,"<p>1. Fieldwalking cards, Sites and Monuments Database </p><p>2. Artefacts (sample of collection: A/0005131-6, A/0005185-7, A/0005287-92) </p><p>3. Photographs (sample of collection: L/A/75/A3/2/4643, P/09/A/1744) </p><p>4. Stamps (JERSM/2012/00139/001-2, JERSM/1994/01106/001-2) </p><p>5. Photographs (sample of collection: SJPA/004512-68)</p>",Palaeolithic,,"La Cotte de St Brelade, Ouaisne Bay",,100255,GEOMETRYCOLLECTION (POINT (-2.187785 49.175516)),,La Cotte de St Brelade,
f179ba60-1168-0138-9141-740f24312a1c,Postal Address,St. Mary,Parish,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 13.10.2017) Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. McBride, C. 2003. A Condition and Treatment Report. ‘Offshore Art & Design’ unpublished report 26/08. McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.  Rodwell, W. 2002. An Archaeological Survey and Analysis of the House and Farm Buildings. Warwick Rodwell Consultant Archaeologist and Architectural Historian unpublished report 30/05. Stevens, J. 1977. Old Jersey Houses, Volume Two. Phillimore, London. Stevens, J. 1980. Old Jersey Houses, Volume One. Fourth ed.Phillimore, London. The National Trust. c.2003. Heritage Open Day - The Elms. [Leaflet]",,,2020-12-03,,,,,Listed building,Government of Jersey,MY0014,,1. Government of Jersey 2. Jersey Archive 3. Société Jersiaise Photographic Archive 4. Société Jersiaise 5. Jersey Heritage Archaeology collection  6. Jersey Heritage Art collection ,,"1. Listing photographs, Historic Environment Resurvey 2. Will (D/Y/A/115/80)  3. Photographs (SJPA/006433-34,  SJPA/006443, SJPA/006500, SJPA/006501) 4. Sites and Monuments Database 5. Artefacts (A/0004477--8)  6. Drawing (SJA/0000/03662) ","Richmond Map,Place of Worship",,"The Elms, La Chêve Rue",,0800014,GEOMETRYCOLLECTION (POINT (-2.165163 49.229434)),,The Elms,
f1799f50-1168-0138-9141-740f24312a1c,Postal Address,St. Mary,Parish,"Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey.",,,,,,,,,,,,,,,,,"Chez Nous, La Grande Rue",,800214,GEOMETRYCOLLECTION (POINT (-2.166985 49.247705)),,Chez Nous,
b3874ca0-149f-0138-c57a-740f24312a1c,Postal Address,Trinity,Parish,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 14.05.2018)",,,,,,,,Listed building,Government of Jersey,,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,,"Bas L'Epine, La Rue de L'Épine",,1200088,GEOMETRYCOLLECTION (POINT (-2.087824 49.240663)),,Bas L'Epine,
f179e350-1168-0138-9141-740f24312a1c,Field Number,St. Mary,Parish,"<p>Finch, O. & Hills, R. 2007. Jersey Heritage Archaeological Evaluation. Unpublished research for States of Jersey, Jersey. </p>
<p>Stevens, C. & Stevens, M. 1986. Jersey Place Names, Volumes I & II. Société Jersiase, Jersey.</p>",,,,,,,,Listed place,Government of Jersey,MY0145,,<p>1.  Société Jersiaise </p><p>2.  Government of Jersey</p>,,"<p>1. Listing photographs </p><p>2. Listing photographs, Historic Environment Resurvey</p>",,,"Clos de la Houguette, Field MY863",,800217,GEOMETRYCOLLECTION (POINT (-2.163965 49.236845)),,Clos de la Houguette,
f179ece0-1168-0138-9141-740f24312a1c,Field Number,St. Mary,Parish,"Stevens, C. 1977. The Vanished Chapels and Priories of Jersey. [Unpublished research]",,,,,,,,,,,,<p>1.  Société Jersiaise</p>,,<p>1. Sites and Monuments Database</p>,Place of Worship,,"Sous Les Monts Simon, Field MY828",,800218,GEOMETRYCOLLECTION (POINT (-2.164701 49.230097)),,Sous Les Monts Simon,
f17a11a0-1168-0138-9141-740f24312a1c,,St. Mary,Parish,"<p>Ginns, M. 1999. Jersey's German Bunkers. Channel Islands Occupation Society (Jersey), </p>
<p>St. Ouen. States of Jersey. 1975. German Occupation Sites Map. States of Jersey Library Service. </p>",,,,,,,,,,,,,,,German Occupation,,Site of Resistance Nest La Falaise,,800222,GEOMETRYCOLLECTION (POINT (-2.168799 49.251927)),,Site of Resistance Nest La Falaise,
fca96f30-149c-0138-c577-740f24312a1c,Postal Address,St. Ouen,Parish,"<p>Burch, J. & Tilling, T. 2015. Douets A Laver. Jersey Lavoirs. The history and location of Jersey Lavoirs. Société Jersiaise, Jersey. </p>
<p>Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. </p>",,,,,,,,Listed building,Government of Jersey,OU0001,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,,"La Botellerie, La Rue de la Botellerie",,900001,GEOMETRYCOLLECTION (POINT (-2.194266 49.230968)),,La Botellerie,
b3895980-149f-0138-c57a-740f24312a1c,Postal Address,Trinity,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,,,,,,Listed building,Government of Jersey,TR0089,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,,"La Bergerie, La Rue de la Bergerie",,1200089,GEOMETRYCOLLECTION (POINT (-2.092862 49.238539)),,La Bergerie,
b3841580-149f-0138-c57a-740f24312a1c,Postal Address,Trinity,Parish,"<p>Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  </p>
<p>Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. </p>
<p>Stevens, J. 1977. Old Jersey Houses, Volume Two. Phillimore, London. </p>",,,,,,,,Listed building,Government of Jersey,TR0108,,<p>1.  Société Jersiaise </p><p>2.  Government of Jersey </p>,,"<p>1. Sites and Monuments Database </p><p>2. Listing photographs, Historic Environment Resurvey</p>",Richmond Map,,"Cambrai, La Rue de Cambrai",,1200108,GEOMETRYCOLLECTION (POINT (-2.095603 49.24234)),,Cambrai,
fca2a430-149c-0138-c577-740f24312a1c,Postal Address,St. Ouen,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,,,,,,Listed building,Government of Jersey,OU0007,,<p>1.  Government of Jersey </p><p>2.  Société Jersiaise Photographic Archive</p>,,"<p>1. Listing photographs, Historic Environment Resurvey. </p><p>2. Photographs (SJPA/007026) </p>",,,"Beau Vallon, La Rue de la Ville au Neveu",,900007,GEOMETRYCOLLECTION (POINT (-2.181669 49.23863)),,Beau Vallon,
fca2b390-149c-0138-c577-740f24312a1c,Postal Address,St. Ouen,Parish,"<p>Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. </p>
<p>Stevens, J. 1980. Old Jersey Houses, Volume One. Fourth ed. Phillimore, London.</p>",,,,,,,,Listed building,Government of Jersey,OU0008,,<p>1.  Government of Jersey </p><p>2.  Société Jersiaise</p>,,"<p>1. Listing photographs, Historic Environment Resurvey. </p><p>2. Sites and Monuments Database</p>",Richmond Map,,"La Botellerie, La Rue de la Botellerie",,900008,GEOMETRYCOLLECTION (POINT (-2.195214 49.231066)),,La Botellerie,
b38bf2d0-149f-0138-c57a-740f24312a1c,Postal Address,Trinity,Parish,"<p>Balleine, G.R. & Stevens J (ed.) 1970. The Bailiwick of Jersey. Hodder & Stroughton, London. </p>
<p>Bois, F. de L. 1987. L'Habitation du Juge. Annual Bulletin of the Société Jersiaise, 24, 385-6. </p>
<p>Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 05.04.2018)  </p>
<p>Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. </p>",,,,,,,,Listed building,Government of Jersey,TR0116,,<p>1.  Jersey Heritage Archive collection  </p><p>2.  Jersey Heritage Art collection  </p><p>3.  Société Jersiaise Photographic Archive </p><p>4.  Government of Jersey</p>,,"<p>1. Plans (D/AL/A4/2254)  </p><p>2. Print (SJA/0000/01890) </p><p>3. Photographs (sample of collection: SJPA/033320, SJPA/033880) </p><p>4. Listing photographs, Historic Environment Resurvey</p>",German Occupation,,"Bouley Bay Harbour, Les Charrières du Boulay ",,1200116,GEOMETRYCOLLECTION (POINT (-2.081937 49.239495)),,Bouley Bay Harbour,
fca2cc50-149c-0138-c577-740f24312a1c,Postal Address,St. Ouen,Parish,"<p>Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  </p>
<p>Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. </p>
<p>Stevens, J. 1980. Old Jersey Houses, Volume One. Fourth ed. Phillimore, London.</p>",,,,,,,,Listed building,Government of Jersey,OU0010,,<p>1.  Government of Jersey </p><p>2.  Société Jersiaise</p>,,"<p>1. Listing resurvey, Historic Environment Resurvey </p><p>2. Sites and Monuments Database</p>",Richmond Map,,"La Caroline, La Ville de L'Église",,900010,GEOMETRYCOLLECTION (POINT (-2.207563 49.225176)),,La Caroline,
fca2d7d0-149c-0138-c577-740f24312a1c,Postal Address,St. Ouen,Parish,"<p>Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.</p>",,,,,,,,Listed building,Government of Jersey,OU0011,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",Richmond Map,,"La Botellerie Farm & Cottage, La Rue de la Mare des Cauchez",,900011,GEOMETRYCOLLECTION (POINT (-2.1931 49.229536)),,La Botellerie Farm & Cottage,
b38c8c10-149f-0138-c57a-740f24312a1c,Postal Address,Trinity,Parish,"Orbasli, A., Houston, N. & Stray, J. 2013. Listing historic post boxes in Jersey. Unpublished report for Jersey Heritage.",,,,,,,,Listed building,Government of Jersey,TR0170,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,,"AA Call Box, La Rue es Picots ",,1200170,GEOMETRYCOLLECTION (POINT (-2.090885 49.233384)),,AA Call Box,
b388acf0-149f-0138-c57a-740f24312a1c,Postal Address,Trinity,Parish,"<p>Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.</p>
<p> McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.</p>",,,,,,,,Listed building,Government of Jersey,TR0187,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",Richmond Map,,"L'Abri, La Route de la Trinité",,1200187,GEOMETRYCOLLECTION (POINT (-2.092996 49.2299)),,L'Abri,
fca2f770-149c-0138-c577-740f24312a1c,Postal Address,St. Ouen,Parish,"<p>Castledine, J. 2015. What's Your Street's Story?: St Ouen's Village [Unpublished talk] </p>
<p>Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. </p>",,,,,,,,Listed building,Government of Jersey,OU0014,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,,"Le Carrefour, La Rue de la Forge",,900014,GEOMETRYCOLLECTION (POINT (-2.200397 49.232257)),,Le Carrefour,
fca31dc0-149c-0138-c577-740f24312a1c,Postal Address,St. Ouen,Parish,"<p>Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  </p>
<p>Knocker, G.S. 1933. Bénitiers in Jersey. Annual Bulletin of the Société Jersiaise, 12, 193-216. </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. </p>
<p>Stevens, J. 1980. Old Jersey Houses, Volume One. Fourth ed. Phillimore, London.</p>",,,,,,,,Listed building,Government of Jersey,OU0017,,<p>1.  Government of Jersey </p><p>2.  Société Jersiaise </p><p>3.  Société Jersiaise Photographic Archive</p>,,"<p>1. Listing photographs, Historic Environment Resurvey  </p><p>2. Sites and Monuments Database </p><p>3. Photographs (SJPA/001314, SJPA/008758-60)</p>",Richmond Map,,"La Chasse, La Cache de L'Eglise",,900017,GEOMETRYCOLLECTION (POINT (-2.203574 49.231358)),,La Chasse,
fca335a0-149c-0138-c577-740f24312a1c,Postal Address,St. Ouen,Parish,"<p>Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 08.11.2018)  </p>
<p>Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  </p>
<p>Stevens, J. 1980. Old Jersey Houses, Volume One. Fourth ed. Phillimore, London.</p>",,,,,,,,Listed building,Government of Jersey,OU0022,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",Richmond Map,,"Le Coin, La Rue du Coin",,900022,GEOMETRYCOLLECTION (POINT (-2.199605 49.221749)),,Le Coin,
b38dfcf0-149f-0138-c57a-740f24312a1c,Postal Address,Trinity,Parish,"McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. ",,,,,,,,,,,,,,,Richmond Map,,"La Fosse, La Rue de Cambrai",,1200214,GEOMETRYCOLLECTION (POINT (-2.094803 49.23858)),,La Fosse,
fca359d0-149c-0138-c577-740f24312a1c,Postal Address,St. Ouen,Parish,"<p>Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 13.09.2018) </p>
<p>Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. </p>
<p>Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. </p>
<p>Stevens, J. 1977. Old Jersey Houses, Volume Two. Phillimore, London.</p>",,,,,,,,Listed building,Government of Jersey,OU0025,,<p>1.  Government of Jersey </p><p>2.  Société Jersiaise</p>,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Sites and Monuments Database</p>",,,"Les Corvees, Le Mont des Corvées",,900025,GEOMETRYCOLLECTION (POINT (-2.220174 49.236333)),,Les Corvees,
b390dd10-149f-0138-c57a-740f24312a1c,Field Number,Trinity,Parish,"Finch, O. & Hills, R. 2007. Jersey Heritage Archaeological Evaluation. Unpublished research for States of Jersey, Jersey.",,,,,,,,Area of Archaeological Potential,Government of Jersey,TR0218,,<p>1.  Société Jersiaise </p><p>2.  Government of Jersey </p><p>3.  Jersey Heritage Archaeology collection  </p>,,"<p>1. Sites and Monuments Database, Fieldwalking card </p><p>2. Listing photographs, Historic Environment Resurvey </p><p>3. Flint (A/0010863-5)</p>",,,"Lithic Scatter, Field T5A",,1200218,GEOMETRYCOLLECTION (POINT (-2.100223 49.252845)),,Lithic Scatter,
fca37e30-149c-0138-c577-740f24312a1c,Postal Address,St. Ouen,Parish,"<p>Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.</p>",,,,,,,,Listed building,Government of Jersey,OU0028,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",Richmond Map,,"Les Cotils, La Route de L'Étacq",,900028,GEOMETRYCOLLECTION (POINT (-2.23189 49.235965)),,Les Cotils,
fca3b8c0-149c-0138-c577-740f24312a1c,Postal Address,St. Ouen,Parish,"<p>Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 13.09.2018) </p>
<p>Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. </p>
<p>Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey.</p>",,,,,,,,Listed building,Government of Jersey,OU0037,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,,"Eastleigh , La Route de L'Étacq",,900037,GEOMETRYCOLLECTION (POINT (-2.236922 49.238217)),,Eastleigh ,
fca3e430-149c-0138-c577-740f24312a1c,Postal Address,St. Ouen,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.",,,,,,,,Listed building,Government of Jersey,OU0040,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,,"The Elms, La Rue des Côsnets",,900040,GEOMETRYCOLLECTION (POINT (-2.226722 49.245668)),,The Elms,
2f0e6d60-1168-0138-9138-740f24312a1c,Postal Address,St. Peter,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,,,,,,Listed building,Government of Jersey,PE0084,,<p>1.  Government of Jersey </p><p>2.  Jersey Archive</p>,,"<p>1. Listing photographs, Historic Environment Resurvey </p><p>2. Plans (D/AL/A2/6, D/AL/A2/889, D/AL/A4/1976, D/AL/A8/2058(E3))</p>",Coastal Fortification,,"St Peter's Arsenal, La Rue des Landes",,1000084,GEOMETRYCOLLECTION (POINT (-2.180827 49.202094)),,St Peter's Arsenal,
b388eea0-149f-0138-c57a-740f24312a1c,Postal Address,Trinity,Parish,"<p>Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 06.04.2018) </p>
<p>Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.   </p>
<p>Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.</p>",,,,,,,,Listed building,Government of Jersey,TR0229,,<p>1.  Government of Jersey</p>,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",Richmond Map,,"Le Hurel , La Route de la Trinité",,1200229,GEOMETRYCOLLECTION (POINT (-2.09449 49.220655)),,Le Hurel ,
7b481140-19c2-0138-c5b7-740f24312a1c,Field Number,Trinity,Parish,,,,,,,,,,,,,<p>1.  Jersey Heritage Archaeology collection </p>,,<p>1. Axe (A/0006927) </p>,,,,,1200289,,,Axe,
8b8cd100-1498-0138-c571-740f24312a1c,,St. Clement,Parish,,,,,,,,,,,,,<p>1.  Jersey Heritage Archaeology collection </p>,,"<p>1. Flint & bone (A/0004605-9,  A/0004656,  A/0006064)</p>",,,Site of flint finds,,200166,GEOMETRYCOLLECTION (POINT (-2.058076 49.169497)),,Site of flint finds,
