ResourceID,Address Type,Administrative Subdivision Name,Administrative Subdivision Type,Archaeological Period From,Archaeological Period To,Artefact Description,Cadastral Reference,Completeness,Condition Type,Conservation,Depth of Discovery,Dimensions Weight,Discovery Date,End Date Precision Type,End Date Type,External Identifier Type,External Source,Finder,Folio_No,Image,Land Use,Manufacture Method,Material,Measurement Type,Measurement Unit,Name,Name Type,Place Address,Place Description,Place Name,Place Type,Primary Reference Number,Record Type,Recovery Method,Secondary Material,Spatial Accuracy Type,Spatial Coordinates Geometry,Spatial Metadata Note,Start Date Precision Type,Start Date Type,Subsequent Action,Surface Treatment
7d240e72-eed5-4660-8785-2658fd64f674,,,,Neolithic 4000-2601 BCE,Neolithic 4000-2601 BCE,"Neolithic axehead made of highly polished banded flint. The axehead flares from its butt with symmetrical curved sides, to an assymetric rounded edge. The axehead is hardly worn, save for a small chip on its edge, chip on its butt and some small chips on a face. The axehead shows no signs of reworking and appears unused. The axehead is oval in section.The high level finish of the axe and lack of wear implies that this axe is a votive type, or status symbol. This axehead was previously published in the Societe Jersiaise Annual Bulletin (2014, p. 258-9). References:Waterhouse, R. (2014). Archaeological Finds in Jersey, 2011-2014. Societe Jersiase Annual Bulletin 2014. 31-2. 258-71.",,Complete,,,,,2011-2014,,,,,,,,Cultivated land,Ground/polished,Flint,,,Axehead,Certain,,,,,0900451,,Chance find during metal detecting,,,,,,,Donated to SJ,
24ef1cd5-fdaa-415a-a100-efaa1b76f205,,,,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,"A copper alloy milled probable 5 centimes coin of Napoleon III (1852-1870). The coin has been made into a brooch. Obverse of the brooch bears a circular border surrounded by an extremely worn, illegible inscription. Within the border is an extremely worn ghosting of a bust facing left. Two sub-circular soldering points for the catchplate and hinge terminate at either side of the bust.The reverse of the coin bears a catchplate and hinge  with missing pin. No surviving visible iconography survives on the coin.The coin is probably a 5 centimes coin of Napoleon III, based on the diameter of the coin, the circular border on the obverse and left facing bust. Another copper alloy coins matching this size is the English farthing of 1771-1775, though the surviving iconography does not match those examples.",,Incomplete,,,,,01/07/2022,,,,,,,,Cultivated land,Hand made,Copper alloy,,,Brooch,Certain,,,,,0900458,,Metal detector,,,,,,,,
65c13256-db35-4721-8f11-94dc0b1f4417,,,,Medieval 934-1539 CE,Post Medieval 1540-1901 CE,"Cast copper-alloy Late-Medieval to Post-Medieval double loop oval buckle with moulded knops either end of the strap bar, dated c.1500-1650AD. Strap bar slightly recessed from frame. Frame edges bevelled, with rear of the buckle flat. Object bears a dark green patina with brown patches. Pin now missing. References:Whitehead, R. (2016) ""Buckles 1250-1800"", Witham:Greenlight publishing (p.52-54).",,Incomplete,,,,,01/01/2014,,,,,,,,Cultivated land,Cast,Copper alloy,,,Buckle,Certain,,,,,1100106,,Metal detector,,,,,,,Returned to Finder,
e60ecf14-2be1-46d1-a64b-63873d0740da,,,,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,"An incomplete, halved and pierced, Post-Medieval silver hammered shilling of King Charles I (AD 1625-1649), Tower of London Mintmark. the coin was likely cut in half in order to be used as a different weight of currency or bullion. The coin has been pierced into its reverse (c.2.76 in diameter) indicating a secondary function. However, coins dating after AD 1180 with similar piercings are also known in hoards of currency, suggesting that such objects could re-enter circulation as coins. It there for cannot be said with confidence whether this particular object was regarded as a coin or as another type of object at the time that the coin was deposited. Further, it appears that the coin may have been clipped.		Obverse: Crowned bust of king facing left. Possible traces of Roman numerals XII behind head.		Obverse inscription: CAROLVS : D : G : [MAG : BRI : FRI : ET : HIB] : REX.		Reverse: Squared shield bearing the royal coat of arms, quartered by a long cross fourchee. 		Reverse inscription: CHRISTO : A[VSPICE ...].		Die axis: 12 o'clock.Degree of wear: Very worn: fair",,Fragment,,,,,Within the last 8 years,,,,,,,,Cultivated land,Struck or hammered,Silver,,,Coin,Certain,,,,,1100383,,Metal detector,,,,,,,,
df4f4294-5100-4c3c-9ed1-49944754bc4a,,,,Post Medieval 1540-1901 CE,Modern 1901 CE-,"Copper alloy Post-Medieval S-shaped buckle, c. 17th-18th centuryA double sided, S-shaped buckle with a collar across the centre; one terminal is smaller than the other and would have attached to a metal belt-fitting, while the other end would have attached to a matching buckle. One end is shaped as a snake's head with finely-made scales and eyes, and the other end tapers off into a tail. The under-side of the buckle bears a series of straight lines, representing the ventral scales of a snake's belly.These buckle are attributed to sword belts of the late 16th and 17th century AD although similar buckles were still used by the military into the late 19th century. For similar examples on the Portable Antiquities Scheme, see BERK-8D39D6.",,Complete,,,,,Within last 8 years.,,,,,,,,,Cast,Copper alloy,,,Strap fitting,Certain,,,,,1100388,,Metal detector,,,,,,,Returned to Finder,
0a9a1c83-1e97-4228-afe0-5549787e2969,,,,Medieval 934-1539 CE,Post Medieval 1540-1901 CE,"A complete cast lead rod, probably a pencil of medieval to post-medieval date (c. 1200 - 1650). It is slightly rectangular in cross-section, squared off to one end and tapering to a (slightly blunted) point at the other. The object bas been bent almost double at its middle. The metal has a splotched white to dark greyish-brown patina.​Dr Helen Geake of the Portable Antiquities Scheme has commented: ""The use of lead pencils is still not really understood. At Winchester they are found mainly in 13th- or 14th-century contexts, and it was thought some years ago that when graphite was discovered in Cumbria in the late 16th century lead pencils went out of use; but metal-detector finds of well-made mass-produced pencils suggest that in fact they carried on being used well into the post-medieval period"".This object was found in the same field as similar object (1100413).",,Complete,,,,,22/07/2022,,,,,,,,Cultivated land,Cast,Lead,,,Pencil,Probable,,,,,1100414,,Metal detector,,,,,,,Returned to Finder,
b650d5e3-4cc9-4a08-873c-15a848389a2f,,,,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,"A complete Post Medieval milled silver Fourpence of Charles II (AD 1660-1685). Reverse depicts four interlocking C's with four emblems in the angles. The coin is dated AD 1679, Minted in London. Spink (2006) No. 3384.The coin has been pierced in three places in a line, in order to be worn as jewellery. ",,Incomplete,,,,,01/01/2014,,,,,,,,Cultivated land,Milled,Silver,,,Coin,Certain,,,,,1200352,,Metal detector,,,,,,,,
380f0472-9751-42cb-9573-cbe67ed50815,,,,Bronze Age 2600-701 BCE,Bronze Age 2600-701 BCE,"A fragment of a copper alloy Blade, Dagger or Rapier, of Mid to Late Bronze Age date (1600-800 BC). The object is rectangular in plan and ovate in cross section due to a central mid-rib. It is incomplete due to an abraded transverse breaks at each end. The cutting edges have been extensively broken and abraded.The object has a dark green patina with brown patches. ",,Fragment,,,,,01/01/2020,,,,,,,,Cultivated land,Cast,Copper alloy,,,Sword blade,Certain,,,,,1200355,,Metal detector,,,,,,,,
92018063-bbb7-4057-984c-09439c5914ac,,St. Ouen,Parish,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,"A complete milled copper alloy 1 Sol of Louis XVI of France (1774-1792), dated 1791. Both sides of the coin are extremely worn.Obverse: Bust of Louis XVI left. Mint mark missing.Obverse inscription: [LU]DOV . XVI . D . GRATIA. Reverse: Crowned shield, divided date above.Reverse inscription: [FRANCIÆ ET NAVA]RRÆ . REX 1791.Die axis measurement: 6 o'clock.Diameter: 29mm, Weight: 11.4g.",,Complete,,,,"Diameter: 29mm, Weight: 11.4g.",01/03/2022,,,,,,,,Cultivated land,Milled,Copper alloy,Metric,Millimetres/grams,Coin,Certain,,,,,900127,,Metal detector,,,,,,,,
770c80f0-1e91-0138-8d70-740f24312a1c,,St. Ouen,Parish,Bronze Age 2600-701 BCE,Bronze Age 2600-701 BCE,200 pieces including axes and swords.,,,,,,,01/01/2002,,,,,,,,,Cast,Copper alloy,Metric,Millimetres/grams,Hoard,Certain,,,,,900229,,Metal detector,,,,,,,,
1d05d45d-9f52-4ac7-9dc9-186c62e94086,,St. Ouen,Parish,Medieval 934-1539 CE,Medieval 934-1539 CE,"An incomplete cast copper alloy annular brooch frame of  Medieval date, c.1200-1450AD.	Annular brooch with oval, bevelled cross-section frame with cast recess for pin. The object is undecorated, and bears a dark patina with green patches. The outer edge of the objects flattens slightly, and possible diagonal file marks can be seen on the surface. A parallel example is published in Egan & Pritchard (2002), pp.248-249, no.1307. 	The plain annular brooches and plain circular-frame buckles are distinguished on the basis that brooches bear a recessed bar to stop pin movement, whilst buckles do not. However, it is noted that this distinction is imperfect and there is some crossover between these objects as multipurpose fasteners (Whitehead 2016, p.16; Egan & Pritchard 2002, p.248).References:Egan & Pritchard (2002), ""Dress Accessories, c.1150-c.1450 (Medieval Finds from Excavations in London)"", Woodbridge: The Boydell Press.Whitehead, R. (2016) ""Buckles 1250-1800"", Witham: Greenlight publishing.",,Incomplete,,,,"Diameter: 31.00mm, frame thickness8.2g",01/04/2022,,,,,,,,Cultivated land,Cast,Copper alloy,Metric,Millimetres/grams,Brooch,Probable,,,,,900239,,Metal detector,,,,,,,,
771223f0-1e91-0138-8d70-740f24312a1c,,St. Ouen,Parish,Palaeolithic 500000-10001 BCE,Neolithic 4000-2601 BCE,3 flint flakes in field to north of Mont Grantez dolmen.,,,,,,,21/06/1983,,,,,,,,,Knapped/flaked,Flint,Metric,Millimetres/grams,Flint implement,,,,,,900350,,,,,,,,,,
5a158d5b-3905-4402-8712-0bea825478a6,,St. Ouen,Parish,Medieval 934-1539 CE,Medieval 934-1539 CE,"A complete cast copper-alloy annular brooch with black coating of Medieval date, c.12-14th centuries.Annular brooch with hexagonal frame, trapezoidal to D-shaped in cross section. The pin of the object still survives. The face of the brooch is uneven, varying from flat to convex, with a strong bevel on its inner side and a slight bevel on its outer edge. The object is decorated on three sides of its face with hand-stamped decoration, consisting of lines of five uneven and rough lozenge-shapes with concave sides (resembling a four-pointed star). These three decorated sides are each opposite undecorated sides. One side of the frame bears a clear cast recess to hold the pin, which is still in place. The copper-alloy pin is cast and bent around the pin-recess, and is curved in a bow-like fashion, possibly as a result of stress from use. The rear of the object is flat, with transverse tool marks clearly surviving from its manufacture. It is slightly pitted with corrosion and wear. The entire frame of the buckle is covered in a black coating or forced surface patina - a common way of finishing copper alloy or silver objects in the medieval period. This brooch can be confidently dated to the 12th-14th century based on form, with its flat rear and bevelled edges, along with its decorated surface and 'wonky' form. The 13th century seems to have been the high point for medieval annular brooches. A range of decoration, which is hard to find before the 13th century, exploded across annular brooches, which need not be circular, but encompassed lozengiform and multifoil frames, such as this example (Egan in Griffiths et al. 2007, 138-151). Decorated hexagonal brooches of this form are fairly common to this period, though usually contain extra decoration such as 'bosses' or 'knops' to strengthen and decorate the brooch (Egan & Pritchard 2002, pp. 257-8, no.1346).References:Egan, G. in Griffiths, D., et al. (2007), ""Later medieval non-ferrous metalwork and evidence for metal working AD1010-1100 to 1500-1550"", Oxford: Oxford School of Archaeology.Egan & Pritchard (2002), ""Dress Accessories, c.1150-c.1450 (Medieval Finds from Excavations in London)"", Woodbridge: The Boydell Press.",,Complete,,,,"Frame Length: 27.89mm, Frame Width: 27.6mm, Frame Thickness: 1.6mm, Pin Length: 25.5mm, Pin thickness: c.1.2mm, Weight: 2.5g",02/05/2022,,,,,,,,Cultivated land,Cast,Copper alloy,Metric,Millimetres/grams,Annular brooch,Certain,,,,,900353,,,,,,,,,,Multiple
2473b25b-132f-4624-817e-624c61213747,,St. Ouen,Parish,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,"Cast copper alloy Post-Medieval anthropomorphic probable knife of cutlery handle, in the form of a male figure. the handle is hollow and moulded to depict a stylised figure. No knife remains. The figure is standing, and is depicted wearing probable Catholic clerical vestments, holding both hands together below the chest as if in prayer. The figure has long and clear sleeves, and grooved parallel decoration representing cloth folds along the bottom front half of the figure and the entire back length of the figure. The figure wears a flat hat. A small dog stands behind him. It is cast in two parts, fixed around a whittle tang (now lost). It is post medieval in date, and possibly 17th century, a time figurative knife handles or hafts were popular.Similar objects are recorded on the UK PAS identified as probable knife or cutlery handles, such as: Anthropomorphical (figurative) knife handles such as this one typically are of 17th Century AD dating. Some are considered to be Dutch in origin. Several different varieties have been recorded on the PAS database to date. These consist of musicians (NARC-D89036, SUR-742887) a musketeer (DEV-B7C066, BUC-7063B4); Jonah and the Whale (ESS-C12B55, BH-8D8C03; LIN-F16D33) a female figure (HAMP-2AE5A6, LVPL-6EB2D4, SF-1BFBD4, BUC-2CF144), an embracing male and female couple (LON-6348E4, NMS-9031F7, LIN-BE7540, NMS-CCFA72), and praying clerical figures or priests (NMS-6DEA9B, NMS-5AA213).",,Incomplete,,,,"Length: 69.52mm, Width at shoulders: 20.00mm, Thickness: 14.67mm, Inner diameter at hollow base: 7.91mm, Weight: 40.9g.",Within the 2010s.,,,,,,,,Cultivated land,Cast,Copper alloy,Metric,Millimetres/grams,Knife,Probable,,,,,900354,,Metal detector,,,,,,,,
77140b20-1e91-0138-8d70-740f24312a1c,,St. Ouen,Parish,Neolithic 4000-2601 BCE,Neolithic 4000-2601 BCE,Dolerite axe with a characteristic button design made at the Breton Axe Factor at Plusslien (2850-3250) Dimensions:  Length: 22.00cm Width: 8.50cm Thickness: 4.99cm,,Complete,,,,"Length: 22.00cm
Width: 8.50cm
Thickness: 4.99cm ",,,,,,,,,,Ground/polished,Stone,Metric,Millimetres/grams,Axehead,Certain,,,,,900398,,,,,,,,,,
c9aa2ff2-8b9c-4153-bc50-e01c5426c21c,,St. Ouen,Parish,Bronze Age 2600-701 BCE,Bronze Age 2600-701 BCE,"A fragment of a cast copper alloy sword or rapier blade of Late Bronze Age date (c.1600 – 750 BCE).A short section of sub-rectangular blade survives with a convex mid-rib on either face, flanked by a pair of vertical grooves. Either side of the mid-rib, the blades thickness gradually tapers towards what would have been a cutting edge. Both cutting edges are worn and incomplete and the breaks are worn and abraded. The fragment is lenticular in cross section.The fragment has a patchy green patina.",,Fragment,,,,"Length: 37.04mm, Width: 28.43mm, Thickness: 9.45mm, Weight: 36.2g",Post-2015,,,,,,,,Cultivated land,Cast,Copper alloy,Metric,Millimetres/grams,Blade,Certain,,,,,900400,,Metal detector,,,,,,,,Incised or engraved or chased
77145230-1e91-0138-8d70-740f24312a1c,,St. Ouen,Parish,Iron Age 700-51 BCE,,"A fragment of a copper alloy cosmetic mortar or 'woad grinder' dating to the Late Iron Age or Early Roman period, from 1st century BCE to mid-1st century CE. The fragment includes an incomplete sub-circular suspension loop. A small amount of the body of the grinder remains which complete would have been elliptical in shape and paired with a similarly shaped pestle. The pair were used for perfume or cosmetics, for example, crushing woad, a plant that when crushed produces a blue dye. The Celts used the dye to paint themselves, possibly using the pestle to apply it to the skin.  Dimensions: 31mm in length, 10mm in width, 11mm in depth, 6.02g in weight.  Mills (2007) highlights that these objects were primarily distributed in southeast Britain and this fragment compares to example C290 (M174) or Benet's Artefacts No. l14-0104.",,Fragment,,,150mm,31mm x 10mm x 11mm  6.02g,21/07/2019,,,,,,,"http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/[{u'status': u'uploaded',http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'index': 0,http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'name': u'0900404.jpg',http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/0900404.jpg',http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'lastModified': 1566987151848,http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'height': 3836,http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/dc046fb4-a7bd-4ab4-8f67-949b1d48f544',http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'width': 4280,http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'file_id': u'892029cc-4412-11ea-8701-0275d4869ef4',http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'accepted': True,http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/jpeg',http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'size': 297063}]",Cultivated land,Cast,Copper alloy,Metric,Millimetres/grams,Cosmetic mortar,Certain,,,,,900404,,Metal detector,,,,,,,,
7a5b1410-19c2-0138-c5b0-740f24312a1c,,St. Ouen,Parish,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,"A small cast copper-alloy double-looped spectacle buckle. The buckle is 41mm long, 25 mm wide, 2 mm in thickness and 7.88g in weight. The buckle has a vessica shaped frame and is trilobed with trefoil moulding although these are not symmetrical. The strap bar is intact. The loops are B-shaped in plan. Whitehead (2003) illustrates buckles of a similar size and style, as No 397. Dating circa 1550 - 1650. ",,Incomplete,,,150mm ,41mm x 25mm x 11mm 7.88g ,21/07/2019,,,,,,,"http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/[{u'status': u'uploaded',http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'index': 0,http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'name': u'0900405.jpg',http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/0900405.jpg',http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'lastModified': 1566997545536,http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/c4849765-1af7-4a01-b631-dd42ea708884',http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'file_id': u'ae3e70c4-4412-11ea-8701-0275d4869ef4',http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'accepted': True,http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/jpeg',http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'size': 649596}]",Cultivated land,Cast,Copper alloy,Metric,Millimetres/grams,Buckle,Certain,,,,,900405,,Metal detector,,,,,,,,
