ResourceID,Title,Place Description,Language_Type,Geometry Qualifier,Title Type,Keyword,Address Type,Temporal Coverage Timespan,Administrative Subdivision Name,External XRef,Administrative Subdivision Type,Place Address,Copyright Description,Copyright Type,Primary Reference Number,Description,External Identifier Type,Information Carrier Format Type,Spatial Coordinates Geometry,Date of Publication,Information Carrier,Date of Creation,Bibliographic Reference,External Source,Document,Information Resource Type,Description Type
0bf3ba10-116c-0138-9147-740f24312a1c,Ville au Veslet Farm,,,,,Richmond Map,Postal Address,,St. Lawrence,LA0065,Parish,"Ville au Veslet Farm, Le Mont Isaac",,,0600065,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.149038 49.221423)),,1. Société Jersiaise 2. Government of Jersey,2018-06-29,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 06.06.2018) Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.  Stevens, J. 1977. Old Jersey Houses, Volume Two. Phillimore, London. Stevens, J. 1980. Old Jersey Houses, Volume One. Fourth ed. Phillimore, London.",Government of Jersey,,"1. Sites and Monuments Database 2. Listing photographs, Historic Environment Resurvey",
8b8c9020-1498-0138-c571-740f24312a1c,Artefact Scatter Area,,,,,,Field Number,,St. Clement,,Parish,"Artefact Scatter Area, Field C149",,,0200159,,,,GEOMETRYCOLLECTION (POINT (-2.060181 49.168649)),,1. Société Jersiaise 2. Jersey Heritage Archaeology collection  3. Société Jersiaise,2018-05-22,,,,1. Sites and Monuments Database 2. Artefacts (A/0003542)  3. Fieldwalking cards,
0bf79c40-116c-0138-9147-740f24312a1c,Windsor House ,,,,,,Postal Address,,St. Lawrence,LA0200,Parish,"Windsor House , La Grande Route de St Laurent",,,0600200,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.142259 49.223298)),,1. Société Jersiaise 2. Government of Jersey,2020-02-07,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 06.06.2018) Stevens, J. 1980. Old Jersey Houses, Volume One. Fourth ed. Phillimore, London.",Government of Jersey,,"1. Sites and Monuments Database 2. Listing photographs, Historic Environment Resurvey",
06429250-116c-0138-9144-740f24312a1c,Eversley,,,,,German Occupation,Postal Address,,St. Martin,MN0145,Parish,"Eversley, Le Mont de la Mare St Catherine",,,0700145,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.0425 49.215899)),,1. Government of Jersey,2019-05-31,"Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey.",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
06428860-116c-0138-9144-740f24312a1c,Elsingham Farm,,,,,,Postal Address,,St. Martin,MN0144,Parish,"Elsingham Farm, La Rue de la Fosse à Grès",,,0700144,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.050044 49.222039)),,1. Government of Jersey,2019-05-31,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 03.06.2019)",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
2f10c990-1168-0138-9138-740f24312a1c,Resistance Nest Steps Punkt 43,,,,,German Occupation,Postal Address,,St. Peter,PE0171,Parish,"Resistance Nest Steps Punkt 43, La Grande Route des Mielles",,,1000171,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.222394 49.204801)),,1. Government of Jersey,2018-08-28,,Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
f1747c70-1168-0138-9141-740f24312a1c,Don Gruchy Stone,,,,,,Postal Address,,St. Mary ,MY0076,Parish,"Don Gruchy Stone, La Grande Rue (Field MY678) ",,,0800076,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.165056 49.243007)),,1. Government of Jersey 2. Société Jersiaise Photographic Archive,2020-12-03,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey 2. Photograph (SJPA/014636) ",
04ac46e0-149c-0138-c574-740f24312a1c,6,,,,,,Postal Address,,St. Helier,HE0430,Parish,"6, Roseville Street",,,0400430,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.10077 49.181598)),,1. Government of Jersey ,2019-08-28,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey ",
46abd580-116c-0138-914a-740f24312a1c,Resistance Nest Sorel A,,,,,German Occupation,Postal Address,,St. John,JN0097,Parish,"Resistance Nest Sorel A, La Route du Nord",,,0500097,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.149291 49.259013)),,1. Government of Jersey,2018-11-16,,Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
04cdf7d0-149c-0138-c574-740f24312a1c,4,,,,,,Postal Address,,St. Helier,HE1391,Parish,"4, Rouge Bouillon",,,0401391,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.110248 49.1898)),,1. Government of Jersey,2019-10-17,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
46abc1a0-116c-0138-914a-740f24312a1c,Department of Labour Culvert,,,,,,Postal Address,,St. John,JN0095,Parish,"Department of Labour Culvert, La Route du Nord",,,0500095,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.135566 49.250792)),,1. Government of Jersey,2018-03-20,,Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
50836260-116c-0138-9150-740f24312a1c,Church of The Sacred Heart,,,,,Place of Worship,Postal Address,,St. Brelade,BR0342,Parish,"Church of The Sacred Heart, La Neuve Route",,,0100342,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.169358 49.189258)),,1. Government of Jersey 2. Société Jersiaise 3. Jersey Archive 4. Jersey Heritage Social History collection  5. Société Jersiaise Photographic Archive,2019-07-26,"Gibb, M., and Molyneux N. 1999. Post-Reformation Churches and Chapels in Jersey. [Unpublished report] Romeril, L. 2017. What's Your Street's Story?: Mont Les Vaux. [Unpublished talk] The Architectural History Practice Ltd. 2007. Report on Sacred Heart Church. Unpublished report.",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey 2. Sites and Monuments Database 3. Photographs (sample of collection: H/B/E5/114) 4. Postcard (JHT/0000/00016/1242) 5. Photographs (SJPA/008525, SJPA/034212-21)",
84fa7e10-1168-0138-913b-740f24312a1c,Bagatelle,,,,,,Postal Address,,Grouville,GR0175,Parish,"Bagatelle, Gorey Village Main Road",,,0300175,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.032252 49.197565)),,1. Government of Jersey,2020-12-02,"Anthony, R. 2001. Grouville, Jersey. The History of a Country Parish. Parish of Grouville, Jersey.",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
04cd76a0-149c-0138-c574-740f24312a1c,Gloster Terrace,,,,,German Occupation,Postal Address,,St. Helier,HE1374/HE1375/HE1754,Parish,"Gloster Terrace, Rouge Bouillon",,,0401374,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.109225 49.192752)),,1. Government of Jersey 2. Jersey Archive 3. Société Jersiaise Photographic Archive,2019-10-17,"Brett, C.E.B. 1977. Buildings in the Town and Parish of St Helier. Adelphi, Belfast. Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey 2. Photographs (D/W/E1/15) 3. Postcard (SJPA/060776)",
2f15dcb0-1168-0138-9138-740f24312a1c,Nassau Landing 1779,,,,,,Intertidal,,St. Peter,,Parish,Nassau Landing 1779,,,1000106,,,,GEOMETRYCOLLECTION (POINT (-2.228054 49.203948)),,,,"Balleine, G.R. (revised by Syvret, M. and Stevens, J.) 1981. History of Jersey. Phillimore, Chichester.   Stevens, C. & Stevens, M. 1986. Jersey Place Names, Volumes I & II. Société Jersiaise, Jersey.",,,,
2f129fa0-1168-0138-9138-740f24312a1c,La Piece Michel,,,,,Richmond Map,Postal Address,,St. Peter,PE0229,Parish,"La Piece Michel, La Rue du Val de la Mare du Sud",,,1000229,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.2118 49.209227)),,1. Government of Jersey,2018-08-29,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
8500b890-1168-0138-913b-740f24312a1c,Lavoir,,,,,,Postal Address,,Grouville,,Parish,"Lavoir, Pres du Douet",,,0300302,,,,GEOMETRYCOLLECTION (POINT (-2.032956 49.195556)),,,2020-12-02,"Burch, J. & Tilling, T. 2015. Douets A Laver. Jersey Lavoirs. The history and location of Jersey Lavoirs. Société Jersiaise, Jersey.",,,,
fcae5b60-149c-0138-c577-740f24312a1c,Les Hougues,,,,,,Field Number,,St. Ouen,OU0234,Parish,"Les Hougues, Field O1127",,,0900141,,Area of Archaeological Potential,,GEOMETRYCOLLECTION (POINT (-2.227074 49.23854)),,,2019-01-11,"Finch, O. & Hills, R. 2007. Jersey Heritage Archaeological Evaluation. Unpublished research for States of Jersey, Jersey.",Government of Jersey,,,
04d61cf0-149c-0138-c574-740f24312a1c,19,,,,,,Postal Address,,St. Helier,HE1666,Parish,"19, West Park Avenue",,,0401666,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.11219 49.189794)),,1. Government of Jersey,2019-10-28,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey ",
04d0ff60-149c-0138-c574-740f24312a1c,55,,,,,,Postal Address,,St. Helier,HE1511,Parish,"55, St Mark's Road",,,0401511,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.099789 49.190437)),,1. Government of Jersey,2019-10-21,"Brett, C.E.B. 1977. Buildings in the Town and Parish of St Helier. Adelphi, Belfast. ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey ",
04d4f570-149c-0138-c574-740f24312a1c,23,,,,,,Postal Address,,St. Helier,HE1630,Parish,"23, Vauxhall Street",,,0401630,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.103399 49.188085)),,1. Government of Jersey,2019-10-25,,Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey ",
0bf1ab60-116c-0138-9147-740f24312a1c,Albion House,,,,,,Postal Address,,St. Lawrence,LA0007,Parish,"Albion House, La Grande Route de St Laurent",,,0600007,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.140946 49.21458)),,1. Government of Jersey,2018-06-28,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
8b8ad8a0-1498-0138-c571-740f24312a1c,Lavoir,,,,,,Postal Address,,St. Clement,CL0113,Parish,"Lavoir, La Rue de la Blinerie",,,0200113,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.087408 49.176551)),,1. Government of Jersey,2018-03-12,"Burch, J. & Tilling, T. 2015. Douets A Laver. Jersey Lavoirs. The history and location of Jersey Lavoirs. Société Jersiaise, Jersey.",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
50808d90-116c-0138-9150-740f24312a1c,La Pulente Slipway,,,,,,Postal Address,,St. Brelade,BR0263,Parish,"La Pulente Slipway, La Route de la Pulente",,,0100263,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.231225 49.18807)),,1. Government of Jersey,2019-07-26,,Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
46ae83a0-116c-0138-914a-740f24312a1c,Greenfields,,,,,,Postal Address,,St. John,JN0159,Parish,"Greenfields, La Rue des Buttes",,,0500159,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.143558 49.240287)),,1. Government of Jersey,2018-03-23,,Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
06445be0-116c-0138-9144-740f24312a1c,Haute Ville,,,,,,Postal Address,,St. Martin,MN0208,Parish,"Haute Ville, La Grande Route de Faldouet",,,0700208,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.04594 49.216682)),,1. Government of Jersey,2020-03-06,,Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
5083d870-116c-0138-9150-740f24312a1c,Bentcliffe,,,,,,Postal Address,,St. Brelade,BR0356,Parish,"Bentcliffe, La Rue du Crocquet",,,0100356,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.169387 49.189834)),,1. Government of Jersey,2019-07-26,,Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
84ffe7e0-1168-0138-913b-740f24312a1c,Pres de la Reine,,,,,,Field Number,,Grouville,,Parish,"Pres de la Reine, Field G238",,,0300273,,,,GEOMETRYCOLLECTION (POINT (-2.048017 49.189725)),,,2020-12-02,"Stevens, C. & Stevens, M. 1986. Jersey Place Names, Volumes I & II. Société Jersiaise, Jersey.",,,,
04d85670-149c-0138-c574-740f24312a1c,3 & 4 Plaisant Terrace,,,,,,Postal Address,,St. Helier,HE1786,Parish,"3 & 4 Plaisant Terrace, Val Plaisant",,,0401786,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.105056 49.188101)),,1. Government of Jersey,2019-10-28,"Brett, C.E.B. 1977. Buildings in the Town and Parish of St Helier. Adelphi, Belfast. Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey ",
8501f420-1168-0138-913b-740f24312a1c,,,,,,,,,Grouville,,Parish,,,,0300342,,,,,,1. Jersey Heritage Archaeology collection,,,,,1. Pebble (A/0002974),
04d42eb0-149c-0138-c574-740f24312a1c,3 Windsor Villas,,,,,,Postal Address,,St. Helier,HE1608,Parish,"3 Windsor Villas, Val Plaisant",,,0401608,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.102679 49.191702)),,1. Government of Jersey,2019-10-25,,Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey ",
299215b0-1168-0138-9135-740f24312a1c,Cherry Lodge,,,,,,Postal Address,,St. Saviour,SA0200,Parish,"Cherry Lodge, Longueville Road",,,1100200,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.079582 49.18346)),,1. Government of Jersey 2. Jersey Archive ,2020-02-04,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey 2. Records (J/C/P)",
fcb07170-149c-0138-c577-740f24312a1c,Datestones '1753' & '1775',,,,,,Postal Address,,St. Ouen,,Parish,"Datestones '1753' & '1775', La Rue du Coin",,,0900322,,,,GEOMETRYCOLLECTION (POINT (-2.199228 49.22222)),,1. Société Jersiaise,2018-12-20,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 08.11.2018)  Stevens, J. 1980. Old Jersey Houses, Volume One. Fourth ed. Phillimore, London.",,,1. Sites and Monuments,
b38bf2d0-149f-0138-c57a-740f24312a1c,Bouley Bay Harbour,,,,,German Occupation,Postal Address,,Trinity,TR0116,Parish,"Bouley Bay Harbour, Les Charrières du Boulay ",,,1200116,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.081937 49.239495)),,1. Jersey Heritage Archive collection  2. Jersey Heritage Art collection  3. Société Jersiaise Photographic Archive 4. Government of Jersey,2018-11-15,"Balleine, G.R. & Stevens J (ed.) 1970. The Bailiwick of Jersey. Hodder & Stroughton, London. Bois, F. de L. 1987. L'Habitation du Juge. Annual Bulletin of the Société Jersiaise, 24, 385-6. Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 05.04.2018)  Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",Government of Jersey,,"1. Plans (D/AL/A4/2254)  2. Print (SJA/0000/01890) 3. Photographs (sample of collection: SJPA/033320, SJPA/033880) 4. Listing photographs, Historic Environment Resurvey",
04c6d300-149c-0138-c574-740f24312a1c,Ivy Lodge,,,,,,Postal Address,,St. Helier,HE1188,Parish,"Ivy Lodge, Millbrook Lane",,,0401188,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.102301 49.194516)),,1. Government of Jersey ,2019-10-01,"Brett, C.E.B. 1977. Buildings in the Town and Parish of St Helier. Adelphi, Belfast.",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey ",
04abbb50-149c-0138-c574-740f24312a1c,18,,,,,,Postal Address,,St. Helier,HE0414,Parish,"18, Queen Street",,,0400414,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.104057 49.183901)),,1. Government of Jersey ,2019-08-28,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey ",
50768e80-116c-0138-9150-740f24312a1c,La Mielle,,,,,,Postal Address,,St. Brelade,BR0008,Parish,"La Mielle, La Route de la Haule",,,0100008,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.164258 49.19468)),,1. Government of Jersey,2019-07-23,,Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
507ace60-116c-0138-9150-740f24312a1c,Site of Action Post Schmugglerdorf,,,,,German Occupation,Postal Address,,St. Brelade,,Parish,"Site of Action Post Schmugglerdorf, Le Mont du Ouaisné",,,0100108,,,,GEOMETRYCOLLECTION (POINT (-2.184854 49.176463)),,,,,,,,
0642ba80-116c-0138-9144-740f24312a1c,La Preference,,,,,,Postal Address,,St. Martin,MN0150,Parish,"La Preference, La Grande Route de St Martin",,,0700150,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.058309 49.213478)),,1. Government of Jersey 2. Jersey Archive,2019-05-31,"Blackstone, C. & Le Quesne, K. 1999. St Martin, Jersey. The Story of an Island Parish. Phillimore, Chichester. ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey 2. Photographs (sample of collection: L/A/75/A3/4/2536A, P/03/605/05)",
78f9fc90-19c2-0138-c5a5-740f24312a1c,Scraper (tool),,,,,,Field Number,,St. Brelade,,Parish,,,,0100423,,,,,,1. Société Jersiaise 1. Jersey Heritage Archaeology collection,2020-01-08,,,,1. Fieldwalking card 2. Scraper (A/0003447),
29914bc0-1168-0138-9135-740f24312a1c,"Telephone Exchange Bunker, Festung Nachrichtennetz",,,,,German Occupation,Field Number,,St. Saviour,SA0181,Parish,"Telephone Exchange Bunker, Festung Nachrichtennetz, Field S162",,,1100181,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.066326 49.208261)),,1. Government of Jersey,2020-02-04,,Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
04d10910-149c-0138-c574-740f24312a1c,77,,,,,,Postal Address,,St. Helier,HE1512,Parish,"77, St Mark's Road",,,0401512,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.098695 49.19069)),,1. Government of Jersey,2019-10-21,"Brett, C.E.B. 1977. Buildings in the Town and Parish of St Helier. Adelphi, Belfast. Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey ",
04b651b0-149c-0138-c574-740f24312a1c,34-36,,,,,,Postal Address,,St. Helier,HE0697/HE1478,Parish,"34-36, St Mark's Road",,,0400697,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.100633 49.190512)),,1. Government of Jersey ,2019-09-03,"Brett, C.E.B. 1977. Buildings in the Town and Parish of St Helier. Adelphi, Belfast. Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey ",
0bf71190-116c-0138-9147-740f24312a1c,Les Petites Montagnes,,,,,Richmond Map,Postal Address,,St. Lawrence,LA0173,Parish,"Les Petites Montagnes, Le Chemin des Montagnes",,,0600173,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.150083 49.213373)),,1. Government of Jersey,2020-02-07,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.   McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
04a229f0-149c-0138-c574-740f24312a1c,8,,,,,,Postal Address,,St. Helier,HE0157,Parish,"8, La Colomberie",,,0400157,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.10262 49.183251)),,1. Government of Jersey ,2019-08-19,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey ",
063ddfe0-116c-0138-9144-740f24312a1c,The Old School House,,,,,,Postal Address,,St. Martin,MN0023,Parish,"The Old School House, La Rue des Alleurs",,,0700023,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.04945 49.228354)),,1. Government of Jersey,2019-05-30,"Blackstone, C. & Le Quesne, K. 1999. St Martin, Jersey. The Story of an Island Parish. Phillimore, Chichester. ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
04de0c20-149c-0138-c574-740f24312a1c,Site of Bellozanne Halt,,,,,Railway,Postal Address,,St. Helier,,Parish,"Site of Bellozanne Halt, Victoria Avenue",,,0400612,,,,GEOMETRYCOLLECTION (POINT (-2.123877 49.191477)),,,2019-11-19,"Bonsor, N.R.P. 1969. The Jersey Railway. Oakwood Press, Usk. Burt, R.G. 1961. The Old Jersey Railways. Annual Bulletin of the Société Jersiaise, 18, 91-100. Catford, N. 2010. Disused Stations. Closed Railway Stations in the UK. Retrieved from http://www.disused-stations.org.uk/ (Date Accessed: 14.11.2019) Stevens, C. & Stevens, M. 1986. Jersey Place Names, Volumes I & II. Société Jersiaise, Jersey.",,,,
5082e490-116c-0138-9150-740f24312a1c,Church of St Aubin on the Hill,,,,,Place of Worship,Postal Address,,St. Brelade,BR0327,Parish,"Church of St Aubin on the Hill, Le Mont les Vaux",,,0100327,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.172098 49.18813)),,1. Government of Jersey 2. Société Jersiaise 3. Jersey Archive  4. Société Jersiaise Photographic Archive,2019-07-26,"Gibb, M., and Molyneux N. 1999. Post-Reformation Churches and Chapels in Jersey. [Unpublished report] Hampton, R. 1979. Edward Burne-Jones and Augusta de Gruchy. A study of the Pre-Raphaelite window in St Aubin's Church. Annual Bulletin of the Société Jersiaise, 22, 301-9. Romeril, L. 2017. What's Your Street's Story?: Mont Les Vaux. [Unpublished talk]",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey 2. Sites and Monuments Database 3. Photographs (sample of collection: L/A/75/A3/2/3935, P/03/370/22), Booklet (US/34) 4. Photographs (SJPA/001695-98)",
5da050dc-870b-11eb-8701-0275d4869ef4,6 Mulcaster Street,,,,,,Postal Address,,St. Helier,,Parish,6 Mulcaster Street,,,0401474,,,,GEOMETRYCOLLECTION (POINT (-2.106806 49.183045)),,,,"Hotton, C. 1996. Identification of archaeologically sensitive areas within the town of Saint Helier, Jersey, Channel Islands. [Unpublished report]",,,,
04a30750-149c-0138-c574-740f24312a1c,9,,,,,,Postal Address,,St. Helier,HE0184,Parish,"9, David Place",,,0400184,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.102668 49.188218)),,1. Government of Jersey ,2019-08-19,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  Leerson, M. 2018. What's Your Street's Story?: David Place [Unpublished talk]",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey ",
fca4de10-149c-0138-c577-740f24312a1c,Hastingue Farm,,,,,,Postal Address,,St. Ouen,OU0065,Parish,"Hastingue Farm, La Route de L'Étacq",,,0900065,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.241045 49.23964)),,1. Government of Jersey,2018-12-18,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. Nicolle, S. 2013. What's Your Street's Story?: L'Etacq [Unpublished talk]",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
2f1601d0-1168-0138-9138-740f24312a1c,Site of Moulin de L'Oumel ,,,,,Mill,Field Number,,St. Peter,,Parish,"Site of Moulin de L'Oumel , Field P618",,,1000133,,,,GEOMETRYCOLLECTION (POINT (-2.170682 49.212656)),,1. Société Jersiaise,,"Stevens, C. 1977. Windmills, Water-Mills and Streams of Jersey. [Unpublished research] Stevens, C. & Stevens, M. 1986. Jersey Place Names, Volumes I & II. Société Jersiaise, Jersey.",,,1. Sites and Monuments Database,
b38abfa0-149f-0138-c57a-740f24312a1c,Beaulieu,,,,,,Postal Address,,Trinity,TR0024,Parish,"Beaulieu, La Rue de Diélament",,,1200024,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.075513 49.217917)),,1. Government of Jersey,2018-05-16,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 05.04.2018)  Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey.",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
04b81f20-149c-0138-c574-740f24312a1c,1 Plaisant Terrace,,,,,,Postal Address,,St. Helier,HE0752,Parish,"1 Plaisant Terrace, Val Plaisant",,,0400752,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.105226 49.188081)),,1. Government of Jersey ,2019-09-09,"Brett, C.E.B. 1977. Buildings in the Town and Parish of St Helier. Adelphi, Belfast. Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey ",
8b89bad0-1498-0138-c571-740f24312a1c,Les Tours Villa ,,,,,,Postal Address,,St. Clement,CL0087,Parish,"Les Tours Villa , La Grande Route de St. Clement",,,0200087,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.043776 49.175355)),,1. Government of Jersey,2018-03-12," Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 22.12.2017)   Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey.",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
